character_id,name,exclusive_skill,pve_score,pvp_score,effects,acquisition,release_update,image_url,image_local_url,source_url
moongirl,Transcendent Friendship,Genius Idea,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.5,https://thanosvibs.money/images/artifacts/artifact_moongirl.png,/mff-assets/artifacts/artifactmoongirl.webp,https://thanosvibs.money/api/artifacts
moonknight,Lunar Fist,Khonshu's Judgement,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]",8.1 Collector's Vault (General Vault) [6★],Update 8.1.5,https://thanosvibs.money/images/artifacts/artifact_moonknight.png,/mff-assets/artifacts/artifactmoonknight.webp,https://thanosvibs.money/api/artifacts
morganlefay,Dark Knowledge,Medieval Mystic,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 25%, and an additional 0.6% of total Instinct. (Up to 200%)""]",,Update 8.4.5b,https://thanosvibs.money/images/artifacts/artifact_morganlefay.png,/mff-assets/artifacts/artifactmorganlefay.webp,https://thanosvibs.money/api/artifacts
morph,Master of Shapeshifting,Various Transformations,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 8%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 12.0,https://thanosvibs.money/images/artifacts/artifact_morph.png,/mff-assets/artifacts/artifactmorph.webp,https://thanosvibs.money/api/artifacts
msmarvelkamalakhan,Rise of a Champion,Bangle of Heroism,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.3.5a,https://thanosvibs.money/images/artifacts/artifact_kamalakhan.png,/mff-assets/artifacts/artifactkamalakhan.webp,https://thanosvibs.money/api/artifacts
mysterio,Master Illusionist,Embodiment of Imagination,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 5%, and an additional 0.1% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 7.9.5b,https://thanosvibs.money/images/artifacts/artifact_mysterio.png,/mff-assets/artifacts/artifactmysterio.webp,https://thanosvibs.money/api/artifacts
mystique,Genius Camouflage,Untouchable Threat,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 11%, and an additional 0.2% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 14%, and an additional 0.3% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 17%, and an additional 0.4% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of Total Instinct. (Up to 200%)""]",,Update 9.7.5,https://thanosvibs.money/images/artifacts/artifact_mystique.png,/mff-assets/artifacts/artifactmystique.webp,https://thanosvibs.money/api/artifacts
namor,Fury of the Depths,King's Rebuke,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to bosses by 10%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to bosses by 15%, and an additional 0.2% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to bosses by 20%, and an additional 0.3% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to bosses by 25%, and an additional 0.4% of total Instinct. (Up to 200%)""]",8.5 Collector's Vault (General Vault) [6★],Update 8.5,https://thanosvibs.money/images/artifacts/artifact_namor.png,/mff-assets/artifacts/artifactnamor.webp,https://thanosvibs.money/api/artifacts
nebula,Bionic Anatomy,Merciless Justice,High,Low,"[""3★: Applies to: Self"",""3★: • Increases All Element Damage by 14%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Element Damage by 16%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Element Damage by 18%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Element Damage by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.0,https://thanosvibs.money/images/artifacts/artifact_nebula.png,/mff-assets/artifacts/artifactnebula.webp,https://thanosvibs.money/api/artifacts
negasonicteenagewarhead,Nightmare Precognition,Negasonic Fire,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Instinct Critical Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Instinct Critical Damage by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Instinct Critical Rate by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Instinct Critical Damage by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Instinct Critical Rate by 14%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Instinct Critical Damage by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Instinct Critical Rate by 16%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Instinct Critical Damage by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.2,https://thanosvibs.money/images/artifacts/artifact_negasonicteenagewarhead.png,/mff-assets/artifacts/artifactnegasonicteenagewarhead.webp,https://thanosvibs.money/api/artifacts
nickfury,Director Fury,Will of S.H.I.E.L.D.,High,Low,"[""3★: Applies to: Super Hero Allies"",""3★: • Ignores target's Dodge Rate by 4%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to bosses by 5%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: Super Hero Allies"",""4★: • Ignores target's Dodge Rate by 6%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to bosses by 8%, and an additional 0.15% of total Instinct. (Up to 200%)"",""5★: Applies to: Super Hero Allies"",""5★: • Ignores target's Dodge Rate by 8%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to bosses by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""6★: Applies to: Super Hero Allies"",""6★: • Ignores target's Dodge Rate by 10%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to bosses by 15%, and an additional 0.25% of total Instinct. (Up to 200%)""]",9.5 Collector's Vault (General Vault) [6★] | 10.7 Collector's Vault (General Vault) [6★],Update 9.5,https://thanosvibs.money/images/artifacts/artifact_nickfury1.png,/mff-assets/artifacts/artifactnickfury1.webp,https://thanosvibs.money/api/artifacts
novarichardrider,Bucket-Head,Nova Power,High,Low,"[""3★: Applies to: All Allies"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 6%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 6%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: All Allies"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 9%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 9%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: All Allies"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: All Allies"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.9,https://thanosvibs.money/images/artifacts/artifact_nova.png,/mff-assets/artifacts/artifactnova.webp,https://thanosvibs.money/api/artifacts
novasamalexander,Youthful Flight,Worldmind Energy,Medium,Medium,"[""3★: Applies to: Self"",""3★: • Decreases Basic Damage Received by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Ignores Non-Boss enemy Damage Decrease by 9%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Decreases Basic Damage Received by 13%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: • Ignores Non-Boss enemy Damage Decrease by 11%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Decreases Basic Damage Received by 16%, and an additional 0.2% of total Instinct. (Up to 200%)"",""5★: • Ignores Non-Boss enemy Damage Decrease by 13%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Decreases Basic Damage Received by 20%, and an additional 0.2% of total Instinct. (Up to 200%)"",""6★: • Ignores Non-Boss enemy Damage Decrease by 15%, and an additional 0.1% of Total Instinct. (Up to 200%)""]",Alliance Battle Legend 2.5m Reward (Round 2 & 9) [3★] | Alliance Battle Legend 2.5m Reward (Round 2 & 9) [4★],Update 8.1,https://thanosvibs.money/images/artifacts/artifact_samalexander.png,/mff-assets/artifacts/artifactsamalexander.webp,https://thanosvibs.money/api/artifacts
odin,Sky Ruler,Odin's Wrath,High,Medium,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",9.2 Collector's Vault (General Vault) [6★],Update 9.2,https://thanosvibs.money/images/artifacts/artifact_odin.png,/mff-assets/artifacts/artifactodin.webp,https://thanosvibs.money/api/artifacts
