id,appearance_ability_id,stage_id,stage_order,effect_order,source_effect_id,ability_code,effect_name,description,duration,tick,persistent,metadata
appearance-ability:crossbones2:uniform-passive:stage:100785101:0:effect:1007851012:1,appearance-ability:crossbones2:uniform-passive,100785101,1,2,1007851012,11,MAX HP ↑,50% increase of HP.,,,false,"{""rawDescription"":""<b>50%</b> increase of HP.""}"
appearance-ability:crossbones2:uniform-passive:stage:100785101:0:effect:1007851013:2,appearance-ability:crossbones2:uniform-passive,100785101,1,3,1007851013,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 25%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>25%</b>""}"
appearance-ability:crystal:leader-skill:stage:101142006:0:effect:1011420061:0,appearance-ability:crystal:leader-skill,101142006,1,1,1011420061,26,ENERGY ATTACK ↑,30% increase of Energy Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Energy Attack.""}"
appearance-ability:crystal:passive:stage:101140401:0:effect:1011404011:0,appearance-ability:crystal:passive,101140401,1,1,1011404011,88,ALL RESISTANCE ↓,Decreases All Resistances by 15%.,7,,false,"{""rawDescription"":""Decreases All Resistances by <b>15%</b>.""}"
appearance-ability:crystal:tier-2-passive:stage:101147001:0:effect:1011470011:0,appearance-ability:crystal:tier-2-passive,101147001,1,1,1011470011,46,DEBUFF EFFECT ↑,Increases All Debuffs effect by 10%.,,,false,"{""rawDescription"":""Increases <b>All Debuffs</b> effect by <b>10%</b>.""}"
appearance-ability:crystal:tier-2-passive:stage:101147001:0:effect:1011470012:1,appearance-ability:crystal:tier-2-passive,101147001,1,2,1011470012,312,ALL ELEMENT DAMAGE ↑,Increases damage to All element damage by 15%.,,,false,"{""rawDescription"":""Increases damage to All element damage by <b>15%</b>.""}"
appearance-ability:crystal1:leader-skill:stage:101142006:0:effect:1011420061:0,appearance-ability:crystal1:leader-skill,101142006,1,1,1011420061,26,ENERGY ATTACK ↑,30% increase of Energy Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Energy Attack.""}"
appearance-ability:crystal1:passive:stage:101140401:0:effect:1011404011:0,appearance-ability:crystal1:passive,101140401,1,1,1011404011,88,ALL RESISTANCE ↓,Decreases All Resistances by 15%.,7,,false,"{""rawDescription"":""Decreases All Resistances by <b>15%</b>.""}"
appearance-ability:crystal1:tier-2-passive:stage:101147001:0:effect:1011470011:0,appearance-ability:crystal1:tier-2-passive,101147001,1,1,1011470011,46,DEBUFF EFFECT ↑,Increases All Debuffs effect by 10%.,,,false,"{""rawDescription"":""Increases <b>All Debuffs</b> effect by <b>10%</b>.""}"
appearance-ability:crystal1:tier-2-passive:stage:101147001:0:effect:1011470012:1,appearance-ability:crystal1:tier-2-passive,101147001,1,2,1011470012,312,ALL ELEMENT DAMAGE ↑,Increases damage to All element damage by 15%.,,,false,"{""rawDescription"":""Increases damage to All element damage by <b>15%</b>.""}"
appearance-ability:crystal2:leader-skill:stage:101142006:0:effect:1011420061:0,appearance-ability:crystal2:leader-skill,101142006,1,1,1011420061,26,ENERGY ATTACK ↑,30% increase of Energy Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Energy Attack.""}"
appearance-ability:crystal2:passive:stage:101143401:0:effect:1011434011:0,appearance-ability:crystal2:passive,101143401,1,1,1011434011,88,ALL RESISTANCE ↓,Decreases All Resistances by 20%.,7,,false,"{""rawDescription"":""Decreases All Resistances by <b>20%</b>.""}"
appearance-ability:crystal2:tier-2-passive:stage:101147101:0:effect:1011471011:0,appearance-ability:crystal2:tier-2-passive,101147101,1,1,1011471011,46,DEBUFF EFFECT ↑,Increases All Debuffs effect by 20%.,,,false,"{""rawDescription"":""Increases <b>All Debuffs</b> effect by <b>20%</b>.""}"
appearance-ability:crystal2:tier-2-passive:stage:101147101:0:effect:1011471012:1,appearance-ability:crystal2:tier-2-passive,101147101,1,2,1011471012,312,ALL ELEMENT DAMAGE ↑,Increases damage to All element damage by 25%.,,,false,"{""rawDescription"":""Increases damage to All element damage by <b>25%</b>.""}"
appearance-ability:crystal3:leader-skill:stage:101145606:0:effect:1011456061:0,appearance-ability:crystal3:leader-skill,101145606,1,1,1011456061,26,ENERGY ATTACK ↑,30% increase of Energy Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Energy Attack.""}"
appearance-ability:crystal3:passive:stage:101145701:0:effect:1011457011:0,appearance-ability:crystal3:passive,101145701,1,1,1011457011,88,ALL RESISTANCE ↓,Decreases All Resistances by 20%.,7,,false,"{""rawDescription"":""Decreases All Resistances by <b>20%</b>.""}"
appearance-ability:crystal3:tier-2-passive:stage:101145801:0:effect:1011458011:0,appearance-ability:crystal3:tier-2-passive,101145801,1,1,1011458011,46,DEBUFF EFFECT ↑,Increases All Debuffs effect by 20%.,,,false,"{""rawDescription"":""Increases <b>All Debuffs</b> effect by <b>20%</b>.""}"
appearance-ability:crystal3:tier-2-passive:stage:101145801:0:effect:1011458012:1,appearance-ability:crystal3:tier-2-passive,101145801,1,2,1011458012,312,ALL ELEMENT DAMAGE ↑,Increases damage to All element damage by 35%.,,,false,"{""rawDescription"":""Increases damage to All element damage by <b>35%</b>.""}"
appearance-ability:crystal3:uniform-passive:stage:101145901:0:effect:1011459011:0,appearance-ability:crystal3:uniform-passive,101145901,1,1,1011459011,314,Decreases all basic damage,Decreases basic damage received by 20%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>20%</b>.""}"
appearance-ability:crystal3:uniform-passive:stage:101145901:0:effect:1011459012:1,appearance-ability:crystal3:uniform-passive,101145901,1,2,1011459012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 35%, increases Bonus Damage by 35%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>35%</b>, increases Bonus Damage by <b>35%</b>.""}"
appearance-ability:daisyjohnson:leader-skill:stage:100562006:0:effect:1005620061:0,appearance-ability:daisyjohnson:leader-skill,100562006,1,1,1005620061,271,PHYSICAL SHIELD,Creates a physical Shield equal to 30% of Max HP,20,,false,"{""rawDescription"":""Creates a physical Shield equal to <b>30%</b> of Max HP""}"
appearance-ability:daisyjohnson:passive:stage:100560401:0:effect:1005604011:0,appearance-ability:daisyjohnson:passive,100560401,1,1,1005604011,109,ENERGY ATK DAMAGE,Energy Damage: 98% of Energy Attack Additional 135 Energy Damage.,,,false,"{""rawDescription"":""Energy Damage: <b>98%</b> of Energy Attack <br>Additional <b>135</b> Energy Damage.""}"
appearance-ability:daisyjohnson:tier-2-passive:stage:100567001:0:effect:1005670011:0,appearance-ability:daisyjohnson:tier-2-passive,100567001,1,1,1005670011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 20%,10,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>20%</b>""}"
appearance-ability:daisyjohnson:tier-2-passive:stage:100567001:0:effect:1005670012:1,appearance-ability:daisyjohnson:tier-2-passive,100567001,1,2,1005670012,120,PIERCE,"100% chance to penetrate with All Damage Immune, Shield, Barrier effect.",7,,true,"{""rawDescription"":""<b>100%</b> chance to penetrate with <b>All Damage Immune, Shield, Barrier</b> effect.""}"
appearance-ability:daisyjohnson:tier-2-passive:stage:100567001:0:effect:1005670013:2,appearance-ability:daisyjohnson:tier-2-passive,100567001,1,3,1005670013,103,IGNORE DEFENSE,15% Ignore Defense,7,,true,"{""rawDescription"":""<b>15%</b> Ignore Defense""}"
appearance-ability:daisyjohnson1:leader-skill:stage:100562006:0:effect:1005620061:0,appearance-ability:daisyjohnson1:leader-skill,100562006,1,1,1005620061,271,PHYSICAL SHIELD,Creates a physical Shield equal to 30% of Max HP,20,,false,"{""rawDescription"":""Creates a physical Shield equal to <b>30%</b> of Max HP""}"
appearance-ability:daisyjohnson1:passive:stage:100560401:0:effect:1005604011:0,appearance-ability:daisyjohnson1:passive,100560401,1,1,1005604011,109,ENERGY ATK DAMAGE,Energy Damage: 98% of Energy Attack Additional 135 Energy Damage.,,,false,"{""rawDescription"":""Energy Damage: <b>98%</b> of Energy Attack <br>Additional <b>135</b> Energy Damage.""}"
appearance-ability:daisyjohnson1:tier-2-passive:stage:100567001:0:effect:1005670011:0,appearance-ability:daisyjohnson1:tier-2-passive,100567001,1,1,1005670011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 20%,10,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>20%</b>""}"
appearance-ability:daisyjohnson1:tier-2-passive:stage:100567001:0:effect:1005670012:1,appearance-ability:daisyjohnson1:tier-2-passive,100567001,1,2,1005670012,120,PIERCE,"100% chance to penetrate with All Damage Immune, Shield, Barrier effect.",7,,true,"{""rawDescription"":""<b>100%</b> chance to penetrate with <b>All Damage Immune, Shield, Barrier</b> effect.""}"
appearance-ability:daisyjohnson1:tier-2-passive:stage:100567001:0:effect:1005670013:2,appearance-ability:daisyjohnson1:tier-2-passive,100567001,1,3,1005670013,103,IGNORE DEFENSE,15% Ignore Defense,7,,true,"{""rawDescription"":""<b>15%</b> Ignore Defense""}"
appearance-ability:daisyjohnson1:uniform-passive:stage:100565001:0:effect:1005650011:0,appearance-ability:daisyjohnson1:uniform-passive,100565001,1,1,1005650011,227,MIND IMMUNITY,100% chance to become immune to Mind Damage.,,,false,"{""rawDescription"":""<b>100%</b> chance to become immune to Mind Damage.""}"
appearance-ability:daisyjohnson2:leader-skill:stage:100562006:0:effect:1005620061:0,appearance-ability:daisyjohnson2:leader-skill,100562006,1,1,1005620061,271,PHYSICAL SHIELD,Creates a physical Shield equal to 30% of Max HP,20,,false,"{""rawDescription"":""Creates a physical Shield equal to <b>30%</b> of Max HP""}"
appearance-ability:daisyjohnson2:passive:stage:100560401:0:effect:1005604011:0,appearance-ability:daisyjohnson2:passive,100560401,1,1,1005604011,109,ENERGY ATK DAMAGE,Energy Damage: 98% of Energy Attack Additional 135 Energy Damage.,,,false,"{""rawDescription"":""Energy Damage: <b>98%</b> of Energy Attack <br>Additional <b>135</b> Energy Damage.""}"
appearance-ability:daisyjohnson2:tier-2-passive:stage:100567001:0:effect:1005670011:0,appearance-ability:daisyjohnson2:tier-2-passive,100567001,1,1,1005670011,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 20%,10,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>20%</b>""}"
appearance-ability:daisyjohnson2:tier-2-passive:stage:100567001:0:effect:1005670012:1,appearance-ability:daisyjohnson2:tier-2-passive,100567001,1,2,1005670012,120,PIERCE,"100% chance to penetrate with All Damage Immune, Shield, Barrier effect.",7,,true,"{""rawDescription"":""<b>100%</b> chance to penetrate with <b>All Damage Immune, Shield, Barrier</b> effect.""}"
appearance-ability:daisyjohnson2:tier-2-passive:stage:100567001:0:effect:1005670013:2,appearance-ability:daisyjohnson2:tier-2-passive,100567001,1,3,1005670013,103,IGNORE DEFENSE,15% Ignore Defense,7,,true,"{""rawDescription"":""<b>15%</b> Ignore Defense""}"
appearance-ability:daken:leader-skill:stage:102382006:0:effect:1023820061:0,appearance-ability:daken:leader-skill,102382006,1,1,1023820061,20,CROWD CONTROL TIME ↓,Decreases Debuff Duration by 30%.,,,false,"{""rawDescription"":""Decreases Debuff Duration by <b>30%</b>.""}"
appearance-ability:daken:passive:stage:102384001:0:effect:1023840011:0,appearance-ability:daken:passive,102384001,1,1,1023840011,18,HP RECOVERY,Recovers 5% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>5%</b> of HP.""}"
appearance-ability:daken:tier-2-passive:stage:102387001:0:effect:1023870011:0,appearance-ability:daken:tier-2-passive,102387001,1,1,1023870011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 30%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>30%</b>.""}"
appearance-ability:daken:tier-2-passive:stage:102387001:0:effect:1023870012:1,appearance-ability:daken:tier-2-passive,102387001,1,2,1023870012,314,Decreases all basic damage,Decreases basic damage received by 10%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>10%</b>.""}"
appearance-ability:daken:tier-2-passive:stage:102387001:0:effect:1023870013:2,appearance-ability:daken:tier-2-passive,102387001,1,3,1023870013,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:daken1:leader-skill:stage:102382006:0:effect:1023820061:0,appearance-ability:daken1:leader-skill,102382006,1,1,1023820061,20,CROWD CONTROL TIME ↓,Decreases Debuff Duration by 30%.,,,false,"{""rawDescription"":""Decreases Debuff Duration by <b>30%</b>.""}"
appearance-ability:daken1:passive:stage:102382901:0:effect:1023829011:0,appearance-ability:daken1:passive,102382901,1,1,1023829011,18,HP RECOVERY,Recovers 5% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>5%</b> of HP.""}"
appearance-ability:daken1:passive:stage:102382901:0:effect:1023829012:1,appearance-ability:daken1:passive,102382901,1,2,1023829012,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:daken1:passive:stage:102383001:1:effect:1023830011:0,appearance-ability:daken1:passive,102383001,2,1,1023830011,18,HP RECOVERY,Recovers 65% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>65%</b> of HP.""}"
appearance-ability:daken1:tier-2-passive:stage:102383201:0:effect:1023832011:0,appearance-ability:daken1:tier-2-passive,102383201,1,1,1023832011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 30%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>30%</b>.""}"
appearance-ability:daken1:tier-2-passive:stage:102383201:0:effect:1023832012:1,appearance-ability:daken1:tier-2-passive,102383201,1,2,1023832012,314,Decreases all basic damage,Decreases basic damage received by 25%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>25%</b>.""}"
appearance-ability:daken1:tier-2-passive:stage:102383201:0:effect:1023832013:2,appearance-ability:daken1:tier-2-passive,102383201,1,3,1023832013,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:daken1:uniform-passive:stage:102383101:0:effect:1023831011:0,appearance-ability:daken1:uniform-passive,102383101,1,1,1023831011,11,MAX HP ↑,30% increase of HP.,,,false,"{""rawDescription"":""<b>30%</b> increase of HP.""}"
appearance-ability:daken1:uniform-passive:stage:102383101:0:effect:1023831012:1,appearance-ability:daken1:uniform-passive,102383101,1,2,1023831012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 40%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>40%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:darkhawk:leader-skill:stage:102242006:0:effect:1022420061:0,appearance-ability:darkhawk:leader-skill,102242006,1,1,1022420061,37,ALL SPEED ↑,Increases All Speeds by 6%.,,,false,"{""rawDescription"":""Increases All Speeds by <b>6%</b>.""}"
appearance-ability:darkhawk:passive:stage:102240401:0:effect:1022404011:0,appearance-ability:darkhawk:passive,102240401,1,1,1022404011,299,Increases basic damage based on character's faction,Increases basic damage dealt to Villain faction by 30%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Villain</b> faction by <b>30%</b>.""}"
appearance-ability:darkhawk:passive:stage:102240401:0:effect:1022404012:1,appearance-ability:darkhawk:passive,102240401,1,2,1022404012,300,Decreases basic damage based on character's faction,Decreases basic damage received from Villain faction by 20%.,,,false,"{""rawDescription"":""Decreases basic damage received from <b>Villain</b> faction by <b>20%</b>.""}"
appearance-ability:darkhawk:tier-2-passive:stage:102247001:0:effect:1022470011:0,appearance-ability:darkhawk:tier-2-passive,102247001,1,1,1022470011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>30%</b>.""}"
