id,appearance_id,kind,source_skill_type,source_skill_id,name,cooldown,target,activation,icon,sort_order,source_url,raw_data
appearance-ability:ironhammer:passive,ironhammer,passive,Passive,101710401,Natural Resistance,0,,,icon_ironhammer_skill04,1,https://thanosvibs.money/api/characters/ironhammer/skills,"{""character"":""Iron Hammer"",""characterId"":""ironhammer"",""uniform"":""Infinity Warps"",""baseCharacter"":true,""sourceSkillId"":""101710401""}"
appearance-ability:ironhammer:tier-2-passive,ironhammer,passive,Tier-2 Passive,101717001,Overload,0,,,icon_ironhammer_skill70,2,https://thanosvibs.money/api/characters/ironhammer/skills,"{""character"":""Iron Hammer"",""characterId"":""ironhammer"",""uniform"":""Infinity Warps"",""baseCharacter"":true,""sourceSkillId"":""101717001""}"
appearance-ability:ironheart:leader-skill,ironheart,leader,Leader Skill,101082006,Young Genius,0,All Allies,,icon_ironheart_skill20,0,https://thanosvibs.money/api/characters/ironheart/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Marvel NOW!"",""baseCharacter"":true,""sourceSkillId"":""101082006""}"
appearance-ability:ironheart:passive,ironheart,passive,Passive,101080401,Stark Protocol,30,,10 % chance when attacking,icon_ironheart_skill04,1,https://thanosvibs.money/api/characters/ironheart/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Marvel NOW!"",""baseCharacter"":true,""sourceSkillId"":""101080401""}"
appearance-ability:ironheart:tier-2-passive,ironheart,passive,Tier-2 Passive,101087001,Model-Prime Armor,15,,25 % chance when attacking,icon_ironheart_skill70,2,https://thanosvibs.money/api/characters/ironheart/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Marvel NOW!"",""baseCharacter"":true,""sourceSkillId"":""101087001""}"
appearance-ability:ironheart1:leader-skill,ironheart1,leader,Leader Skill,101081406,Young Genius,0,Blast Type Allies,,icon_ironheart_skill13,0,https://thanosvibs.money/api/characters/ironheart1/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Black Panther: Wakanda Forever"",""baseCharacter"":false,""sourceSkillId"":""101081406""}"
appearance-ability:ironheart1:passive,ironheart1,passive,Passive,101081501,Mechanical Engineering,0,,,icon_ironheart_skill11,1,https://thanosvibs.money/api/characters/ironheart1/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Black Panther: Wakanda Forever"",""baseCharacter"":false,""sourceSkillId"":""101081501""}"
appearance-ability:ironheart1:tier-2-passive,ironheart1,passive,Tier-2 Passive,101081601,Advanced Upgrade,0,,,icon_ironheart_skill12,2,https://thanosvibs.money/api/characters/ironheart1/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Black Panther: Wakanda Forever"",""baseCharacter"":false,""sourceSkillId"":""101081601""}"
appearance-ability:ironheart1:uniform-passive,ironheart1,uniform_effect,Uniform Passive,101085001,Black Panther: Wakanda Forever,0,All Allies,,ironheart1,3,https://thanosvibs.money/api/characters/ironheart1/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Black Panther: Wakanda Forever"",""baseCharacter"":false,""sourceSkillId"":""101085001""}"
appearance-ability:ironheart2:leader-skill,ironheart2,leader,Leader Skill,101085706,Young Genius,0,Blast Type Allies,,icon_ironheart_skill19,0,https://thanosvibs.money/api/characters/ironheart2/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Marvel Television's Ironheart"",""baseCharacter"":false,""sourceSkillId"":""101085706""}"
appearance-ability:ironheart2:passive,ironheart2,passive,Passive,101085801,Mechanical Engineering,0,,,icon_ironheart_skill21,1,https://thanosvibs.money/api/characters/ironheart2/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Marvel Television's Ironheart"",""baseCharacter"":false,""sourceSkillId"":""101085801""}"
appearance-ability:ironheart2:tier-2-passive,ironheart2,passive,Tier-2 Passive,101085601,Advanced Upgrade,0,,,icon_ironheart_skill22,2,https://thanosvibs.money/api/characters/ironheart2/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Marvel Television's Ironheart"",""baseCharacter"":false,""sourceSkillId"":""101085601""}"
appearance-ability:ironheart2:uniform-passive,ironheart2,uniform_effect,Uniform Passive,101085501,Marvel Television's Ironheart,0,All Allies,,ironheart2,3,https://thanosvibs.money/api/characters/ironheart2/skills,"{""character"":""Ironheart"",""characterId"":""ironheart"",""uniform"":""Marvel Television's Ironheart"",""baseCharacter"":false,""sourceSkillId"":""101085501""}"
appearance-ability:jubilee:leader-skill,jubilee,leader,Leader Skill,101942006,Shining Star,0,All Allies,,icon_jubilee_skill20,0,https://thanosvibs.money/api/characters/jubilee/skills,"{""character"":""Jubilee"",""characterId"":""jubilee"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101942006""}"
appearance-ability:jubilee:passive,jubilee,passive,Passive,101940401,Afterimage,1,Self,70 % chance when attacking,icon_jubilee_skill04,1,https://thanosvibs.money/api/characters/jubilee/skills,"{""character"":""Jubilee"",""characterId"":""jubilee"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101940401""}"
appearance-ability:jubilee:tier-2-passive,jubilee,passive,Tier-2 Passive,101947001,Sparkle,0,,,icon_jubilee_skill70,2,https://thanosvibs.money/api/characters/jubilee/skills,"{""character"":""Jubilee"",""characterId"":""jubilee"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101947001""}"
appearance-ability:jubilee1:leader-skill,jubilee1,leader,Leader Skill,101942006,Shining Star,0,All Allies,,icon_jubilee_skill20,0,https://thanosvibs.money/api/characters/jubilee1/skills,"{""character"":""Jubilee"",""characterId"":""jubilee"",""uniform"":""Marvel Animation's X-Men '97"",""baseCharacter"":false,""sourceSkillId"":""101942006""}"
appearance-ability:jubilee1:passive,jubilee1,passive,Passive,101941701,The Light of the X-Men,0,Mutant Allies,,icon_jubilee_skill11,1,https://thanosvibs.money/api/characters/jubilee1/skills,"{""character"":""Jubilee"",""characterId"":""jubilee"",""uniform"":""Marvel Animation's X-Men '97"",""baseCharacter"":false,""sourceSkillId"":""101941701""}"
appearance-ability:jubilee1:tier-2-passive,jubilee1,passive,Tier-2 Passive,101941801,Spark Show,0,,,icon_jubilee_skill12,2,https://thanosvibs.money/api/characters/jubilee1/skills,"{""character"":""Jubilee"",""characterId"":""jubilee"",""uniform"":""Marvel Animation's X-Men '97"",""baseCharacter"":false,""sourceSkillId"":""101941801""}"
appearance-ability:jubilee1:uniform-passive,jubilee1,uniform_effect,Uniform Passive,101941601,Marvel Animation's X-Men '97,0,Mutant Allies,,jubilee1,3,https://thanosvibs.money/api/characters/jubilee1/skills,"{""character"":""Jubilee"",""characterId"":""jubilee"",""uniform"":""Marvel Animation's X-Men '97"",""baseCharacter"":false,""sourceSkillId"":""101941601""}"
appearance-ability:juggernaut:leader-skill,juggernaut,leader,Leader Skill,101892006,Cyttorak's Blessing,0,All Allies,,icon_juggernaut_skill20,0,https://thanosvibs.money/api/characters/juggernaut/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Brotherhood of Mutants"",""baseCharacter"":true,""sourceSkillId"":""101892006""}"
appearance-ability:juggernaut:passive,juggernaut,passive,Passive,101890401,Crimson Cosmos Armor,0,,,icon_juggernaut_skill04,1,https://thanosvibs.money/api/characters/juggernaut/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Brotherhood of Mutants"",""baseCharacter"":true,""sourceSkillId"":""101890401""}"
appearance-ability:juggernaut:tier-2-passive,juggernaut,passive,Tier-2 Passive,101897001,Cyttorak's Avatar,1,,when HP is below 99 % | when HP is below 50 %,icon_juggernaut_skill70,2,https://thanosvibs.money/api/characters/juggernaut/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Brotherhood of Mutants"",""baseCharacter"":true,""sourceSkillId"":""101897001""}"
appearance-ability:juggernaut1:leader-skill,juggernaut1,leader,Leader Skill,101894306,Cyttorak's Blessing,0,All Allies,,icon_juggernaut_skill11,0,https://thanosvibs.money/api/characters/juggernaut1/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Fear Itself"",""baseCharacter"":false,""sourceSkillId"":""101894306""}"
appearance-ability:juggernaut1:passive,juggernaut1,passive,Passive,101894001,Crimson Cosmos Armor,0,,,icon_juggernaut_skill12,1,https://thanosvibs.money/api/characters/juggernaut1/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Fear Itself"",""baseCharacter"":false,""sourceSkillId"":""101894001""}"
appearance-ability:juggernaut1:tier-2-passive,juggernaut1,passive,Tier-2 Passive,101894101,Cyttorak's Avatar,1,,when HP is below 99 % | when HP is below 40 %,icon_juggernaut_skill13,2,https://thanosvibs.money/api/characters/juggernaut1/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Fear Itself"",""baseCharacter"":false,""sourceSkillId"":""101894101""}"
appearance-ability:juggernaut1:uniform-passive,juggernaut1,uniform_effect,Uniform Passive,101895001,Fear Itself,0,,,juggernaut1,3,https://thanosvibs.money/api/characters/juggernaut1/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Fear Itself"",""baseCharacter"":false,""sourceSkillId"":""101895001""}"
appearance-ability:juggernaut2:leader-skill,juggernaut2,leader,Leader Skill,101894306,Cyttorak's Blessing,0,All Allies,,icon_juggernaut_skill11,0,https://thanosvibs.money/api/characters/juggernaut2/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Savage Avengers"",""baseCharacter"":false,""sourceSkillId"":""101894306""}"
appearance-ability:juggernaut2:passive,juggernaut2,passive,Passive,101894401,Can't Stop Me!,0,,,icon_juggernaut_skill19,1,https://thanosvibs.money/api/characters/juggernaut2/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Savage Avengers"",""baseCharacter"":false,""sourceSkillId"":""101894401""}"
appearance-ability:juggernaut2:tier-2-passive,juggernaut2,passive,Tier-2 Passive,101894101,Cyttorak's Avatar,1,,when HP is below 99 % | when HP is below 40 %,icon_juggernaut_skill13,2,https://thanosvibs.money/api/characters/juggernaut2/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Savage Avengers"",""baseCharacter"":false,""sourceSkillId"":""101894101""}"
appearance-ability:juggernaut2:uniform-passive,juggernaut2,uniform_effect,Uniform Passive,101894501,Savage Avengers,0,,,juggernaut2,3,https://thanosvibs.money/api/characters/juggernaut2/skills,"{""character"":""Juggernaut"",""characterId"":""juggernaut"",""uniform"":""Savage Avengers"",""baseCharacter"":false,""sourceSkillId"":""101894501""}"
appearance-ability:kaecilius:leader-skill,kaecilius,leader,Leader Skill,100932006,Dark Defense,0,All Allies,,icon_kaecilius_skill20,0,https://thanosvibs.money/api/characters/kaecilius/skills,"{""character"":""Kaecilius"",""characterId"":""kaecilius"",""uniform"":""Marvel Studios' Doctor Strange"",""baseCharacter"":true,""sourceSkillId"":""100932006""}"
appearance-ability:kaecilius:passive,kaecilius,passive,Passive,100930401,Dark Heal,30,,25 % rate when hit,icon_kaecilius_skill04,1,https://thanosvibs.money/api/characters/kaecilius/skills,"{""character"":""Kaecilius"",""characterId"":""kaecilius"",""uniform"":""Marvel Studios' Doctor Strange"",""baseCharacter"":true,""sourceSkillId"":""100930401""}"
appearance-ability:kaecilius:tier-2-passive,kaecilius,passive,Tier-2 Passive,100937001,Dark Reversal,20,,25 % chance when attacking,icon_kaecilius_skill70,2,https://thanosvibs.money/api/characters/kaecilius/skills,"{""character"":""Kaecilius"",""characterId"":""kaecilius"",""uniform"":""Marvel Studios' Doctor Strange"",""baseCharacter"":true,""sourceSkillId"":""100937001""}"
appearance-ability:karnak:leader-skill,karnak,leader,Leader Skill,101112006,Tower of Wisdom,0,All Allies,,icon_karnak_skill20,0,https://thanosvibs.money/api/characters/karnak/skills,"{""character"":""Karnak"",""characterId"":""karnak"",""uniform"":""War of Kings"",""baseCharacter"":true,""sourceSkillId"":""101112006""}"
appearance-ability:karnak:passive,karnak,passive,Passive,101110401,Deadly Blow,3,,15 % chance when attacking,icon_karnak_skill04,1,https://thanosvibs.money/api/characters/karnak/skills,"{""character"":""Karnak"",""characterId"":""karnak"",""uniform"":""War of Kings"",""baseCharacter"":true,""sourceSkillId"":""101110401""}"
appearance-ability:karnak:tier-2-passive,karnak,passive,Tier-2 Passive,101117001,Pressure Point Detection,3,,when skill Death Chop is used,icon_karnak_skill70,2,https://thanosvibs.money/api/characters/karnak/skills,"{""character"":""Karnak"",""characterId"":""karnak"",""uniform"":""War of Kings"",""baseCharacter"":true,""sourceSkillId"":""101117001""}"
appearance-ability:karnak1:leader-skill,karnak1,leader,Leader Skill,101112006,Tower of Wisdom,0,All Allies,,icon_karnak_skill20,0,https://thanosvibs.money/api/characters/karnak1/skills,"{""character"":""Karnak"",""characterId"":""karnak"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""101112006""}"
appearance-ability:karnak1:passive,karnak1,passive,Passive,101110401,Deadly Blow,3,,15 % chance when attacking,icon_karnak_skill04,1,https://thanosvibs.money/api/characters/karnak1/skills,"{""character"":""Karnak"",""characterId"":""karnak"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""101110401""}"
appearance-ability:karnak1:tier-2-passive,karnak1,passive,Tier-2 Passive,101117001,Pressure Point Detection,3,,when skill Death Chop is used,icon_karnak_skill70,2,https://thanosvibs.money/api/characters/karnak1/skills,"{""character"":""Karnak"",""characterId"":""karnak"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""101117001""}"
appearance-ability:karnak1:uniform-passive,karnak1,uniform_effect,Uniform Passive,101115001,"All-New, All-Different",15,,35 % rate when debuffed,karnak1,3,https://thanosvibs.money/api/characters/karnak1/skills,"{""character"":""Karnak"",""characterId"":""karnak"",""uniform"":""All-New, All-Different"",""baseCharacter"":false,""sourceSkillId"":""101115001""}"
appearance-ability:kidkaiju:leader-skill,kidkaiju,leader,Leader Skill,101197206,Team Support,0,All Allies,,icon_kidkaiju_skill20,0,https://thanosvibs.money/api/characters/kidkaiju/skills,"{""character"":""Kid Kaiju"",""characterId"":""kidkaiju"",""uniform"":""Monsters Unleashed!"",""baseCharacter"":true,""sourceSkillId"":""101197206""}"
appearance-ability:kidkaiju:passive,kidkaiju,passive,Passive,101197101,Hi-vo Summon,3,,by default and reactivates 3 sec. after removed,icon_kidkaiju_skill04,1,https://thanosvibs.money/api/characters/kidkaiju/skills,"{""character"":""Kid Kaiju"",""characterId"":""kidkaiju"",""uniform"":""Monsters Unleashed!"",""baseCharacter"":true,""sourceSkillId"":""101197101""}"
appearance-ability:kidkaiju:tier-2-passive,kidkaiju,passive,Tier-2 Passive,101197001,Monster Unleashed,0,,,icon_kidkaiju_skill70,2,https://thanosvibs.money/api/characters/kidkaiju/skills,"{""character"":""Kid Kaiju"",""characterId"":""kidkaiju"",""uniform"":""Monsters Unleashed!"",""baseCharacter"":true,""sourceSkillId"":""101197001""}"
appearance-ability:kidkaiju1:leader-skill,kidkaiju1,leader,Leader Skill,101197406,Team Support,0,All Allies,,icon_kidkaiju_skill21,0,https://thanosvibs.money/api/characters/kidkaiju1/skills,"{""character"":""Kid Kaiju"",""characterId"":""kidkaiju"",""uniform"":""Monsters Unleashed! (MFF Variant)"",""baseCharacter"":false,""sourceSkillId"":""101197406""}"
appearance-ability:kidkaiju1:passive,kidkaiju1,passive,Passive,101197301,Smasher Summon,3,,by default and reactivates 3 sec. after removed,icon_kidkaiju_skill07,1,https://thanosvibs.money/api/characters/kidkaiju1/skills,"{""character"":""Kid Kaiju"",""characterId"":""kidkaiju"",""uniform"":""Monsters Unleashed! (MFF Variant)"",""baseCharacter"":false,""sourceSkillId"":""101197301""}"
